iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
MYS,Asia,Malaysia,2021-04-21,381813,2340,2283.429,1400,11,6.714,11796.732,72.298,70.55,43.255,0.34,0.207,1.23,,,,,,,,,64921,8783027,271.366,2.006,62518,1.932,0.037,27.4,people tested,1231760,757547,474213,27170,22751,3.81,2.34,1.47,703,61.57,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-04-22,384688,2875,2387.286,1407,7,6.286,11885.56,88.828,73.759,43.472,0.216,0.194,1.23,,,,,,,,,66579,8849606,273.423,2.057,63091,1.949,0.038,26.4,people tested,1259982,772283,487699,28222,22898,3.89,2.39,1.51,707,61.57,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-04-23,387535,2847,2429.571,1415,8,7.143,11973.522,87.963,75.066,43.719,0.247,0.221,1.23,,,,,,,,,74367,8923973,275.721,2.298,64470,1.992,0.038,26.5,people tested,1278782,784441,494341,18800,22797,3.95,2.42,1.53,704,61.57,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-04-24,390252,2717,2484.714,1426,11,8,12057.468,83.946,76.769,44.059,0.34,0.247,1.22,,,,,,,,,77559,9001532,278.117,2.396,65905,2.036,0.038,26.5,people tested,1289459,792364,497095,10677,22948,3.98,2.45,1.54,709,61.57,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-04-25,392942,2690,2555.429,1436,10,8.286,12140.58,83.112,78.954,44.368,0.309,0.256,1.22,,,,,,,,,64638,9066170,280.114,1.997,66349,2.05,0.039,26,people tested,1304206,801450,502756,14747,23651,4.03,2.48,1.55,731,61.57,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-04-26,395718,2776,2655.143,1449,13,9,12226.349,85.769,82.035,44.769,0.402,0.278,1.22,,,,,,,,,55149,9121319,281.818,1.704,65169,2.014,0.041,24.5,people tested,1334290,822655,511635,30084,23262,4.12,2.54,1.58,719,61.57,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-04-27,398451,2733,2711.143,1462,13,10.429,12310.79,84.44,83.765,45.171,0.402,0.322,1.22,,,,,,,,,61034,9182353,283.704,1.886,66321,2.049,0.041,24.5,people tested,1368794,845360,523434,34504,23458,4.23,2.61,1.62,725,65.28,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-04-28,401593,3142,2825.714,1477,15,11,12407.867,97.077,87.305,45.634,0.463,0.34,1.21,,,,,,,,,73158,9255511,285.964,2.26,67498,2.085,0.042,23.9,people tested,1408260,871673,536587,39466,25214,4.35,2.69,1.66,779,65.28,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-04-29,404925,3332,2891,1492,15,12.143,12510.815,102.948,89.322,46.098,0.463,0.375,1.21,,,,,,,,,78276,9333787,288.382,2.418,69169,2.137,0.042,23.9,people tested,1420709,878100,542609,12449,22961,4.39,2.71,1.68,709,65.28,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-04-30,408713,3788,3025.429,1506,14,13,12627.851,117.036,93.476,46.53,0.433,0.402,1.2,,,,,,,,,70449,9404236,290.559,2.177,68609,2.12,0.044,22.7,people tested,1447111,895658,551453,26402,24047,4.47,2.77,1.7,743,65.28,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-05-01,411594,2881,3048.857,1521,15,13.571,12716.864,89.013,94.199,46.994,0.463,0.419,1.19,,,,,,,,,77984,9482220,292.969,2.409,68670,2.122,0.044,22.5,people tested,1452427,898548,553879,5316,23281,4.49,2.78,1.71,719,65.28,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-05-02,415012,3418,3152.857,1533,12,13.857,12822.469,105.605,97.413,47.365,0.371,0.428,1.19,,,,,,,,,58585,9540805,294.779,1.81,67805,2.095,0.046,21.5,people tested,1468078,906137,561941,15651,23410,4.54,2.8,1.74,723,65.28,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-05-03,417512,2500,3113.429,1551,18,14.571,12899.71,77.242,96.194,47.921,0.556,0.45,1.19,,,,,,,,,,,,,68328,2.111,0.046,21.9,people tested,1519055,930513,588542,50977,26395,4.69,2.87,1.82,816,65.28,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-05-04,420632,3120,3168.714,1574,23,16,12996.108,96.397,97.903,48.631,0.711,0.494,1.19,,,,,,,,,,9658427,298.413,,68011,2.101,0.047,21.5,people tested,1568654,960524,608130,49599,28551,4.85,2.97,1.88,882,65.28,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-05-05,424376,3744,3254.714,1591,17,16.286,13111.785,115.677,100.56,49.157,0.525,0.503,1.19,,,,,,,,,80377,9738804,300.896,2.483,69042,2.133,0.047,21.2,people tested,1623317,992360,630957,54663,30722,5.02,3.07,1.95,949,65.28,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-05-06,427927,3551,3286,1610,19,16.857,13221.499,109.714,101.526,49.744,0.587,0.521,1.2,,,,,,,,,82834,9821638,303.455,2.559,69693,2.153,0.047,21.2,people tested,1678810,1029147,649663,55493,36872,5.19,3.18,2.01,1139,65.28,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-05-07,432425,4498,3387.429,1632,22,18,13360.472,138.973,104.66,50.423,0.68,0.556,1.2,,,,,,,,,82676,9904314,306.01,2.554,71440,2.207,0.047,21.1,people tested,1726313,1061227,665086,47503,39886,5.33,3.28,2.05,1232,65.28,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-05-08,436944,4519,3621.429,1657,25,19.429,13500.094,139.622,111.89,51.196,0.772,0.6,1.2,,,,,,,,,76099,9980413,308.361,2.351,71170,2.199,0.051,19.7,people tested,1753201,1079748,673453,26888,42968,5.42,3.34,2.08,1328,65.28,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-05-09,440677,3733,3666.429,1683,26,21.429,13615.431,115.337,113.28,51.999,0.803,0.662,1.2,,,,,,,,,75093,10055506,310.681,2.32,73529,2.272,0.05,20.1,people tested,1785504,1105487,680017,32303,45347,5.52,3.42,2.1,1401,65.28,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-05-10,444484,3807,3853.143,1700,17,21.286,13733.054,117.623,119.049,52.524,0.525,0.658,1.2,,,,,,,,,,,,,73281,2.264,0.053,19,people tested,1846704,1141956,704748,61200,46807,5.71,3.53,2.18,1446,65.28,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-05-11,448457,3973,3975,1722,22,21.143,13855.806,122.752,122.814,53.204,0.68,0.653,1.2,,,,,,,,,,10169657,314.208,,73033,2.256,0.054,18.4,people tested,1895444,1172336,723108,48740,46684,5.86,3.62,2.23,1442,65.28,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-05-12,453222,4765,4120.857,1761,39,24.286,14003.029,147.222,127.321,54.409,1.205,0.75,1.19,,,,,,,,,87458,10257115,316.91,2.702,74044,2.288,0.056,18,people tested,1913483,1182587,730896,18039,41452,5.91,3.65,2.26,1281,80.56,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-05-13,458077,4855,4307.143,1788,27,25.429,14153.032,150.003,133.076,55.243,0.834,0.786,1.19,,,,,,,,,83974,10341089,319.505,2.595,74207,2.293,0.058,17.2,people tested,1913599,1182698,730901,116,33541,5.91,3.65,2.26,1036,80.56,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-05-14,462190,4113,4252.143,1822,34,27.143,14280.11,127.078,131.377,56.294,1.05,0.839,1.18,,,,,,,,,56440,10397529,321.249,1.744,70459,2.177,0.06,16.6,people tested,1913632,1182719,730913,33,26760,5.91,3.65,2.26,827,80.56,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-05-15,466330,4140,4198,1866,44,29.857,14408.022,127.912,129.704,57.653,1.359,0.922,1.19,,,,,,,,,47480,10445009,322.715,1.467,66371,2.051,0.063,15.8,people tested,1924382,1192880,731502,10750,24454,5.95,3.69,2.26,756,80.56,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-05-16,470110,3780,4204.714,1902,36,31.286,14524.811,116.789,129.911,58.765,1.112,0.967,1.19,,,,,,,,,58279,10503288,324.516,1.801,63969,1.976,0.066,15.2,people tested,1934677,1202849,731828,10295,21310,5.98,3.72,2.26,658,80.56,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-05-17,474556,4446,4296,1947,45,35.286,14662.177,137.366,132.732,60.156,1.39,1.09,1.21,,,,,,,,,69814,10573102,326.673,2.157,65789,2.033,0.065,15.3,people tested,1994938,1235084,759854,60261,21176,6.16,3.82,2.35,654,80.56,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-05-18,479421,4865,4423.429,1994,47,38.857,14812.489,150.312,136.669,61.608,1.452,1.201,1.22,,,,,,,,,90678,10663780,329.475,2.802,70589,2.181,0.063,16,people tested,2071489,1279435,792054,76551,25149,6.4,3.95,2.45,777,80.56,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-05-19,485496,6075,4610.571,2040,46,39.857,15000.186,187.697,142.451,63.029,1.421,1.231,1.23,,,,,,,,,101822,10765602,332.621,3.146,72641,2.244,0.063,15.8,people tested,2155137,1329157,825980,83648,34522,6.66,4.11,2.55,1067,80.56,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-05-20,492302,6806,4889.286,2099,59,44.429,15210.469,210.282,151.062,64.852,1.823,1.373,1.24,,,,,,,,,111381,10876983,336.062,3.441,76556,2.365,0.064,15.7,people tested,2235740,1387906,847834,80603,46020,6.91,4.29,2.62,1422,80.56,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-05-21,498795,6493,5229.286,2149,50,46.714,15411.08,200.612,161.567,66.397,1.545,1.443,1.24,,,,,,,,,109116,10986099,339.433,3.371,84081,2.598,0.062,16.1,people tested,2296337,1429825,866512,60597,54672,7.09,4.42,2.68,1689,80.56,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-05-22,505115,6320,5540.714,2199,50,47.571,15606.347,195.267,171.189,67.942,1.545,1.47,1.24,,,,,,,,,114027,11100126,342.956,3.523,93588,2.892,0.059,16.9,people tested,2341545,1471903,869642,45208,59595,7.23,4.55,2.69,1841,80.56,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-05-23,512091,6976,5997.286,2248,49,49.429,15821.882,215.535,185.296,69.456,1.514,1.527,1.24,,,,,,,,,106208,11206334,346.238,3.281,100435,3.103,0.06,16.7,people tested,2387532,1509557,877975,45987,64694,7.38,4.66,2.71,1999,80.56,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-05-24,518600,6509,6292,2309,61,51.714,16022.988,201.106,194.402,71.34,1.885,1.598,1.23,,,,,,,,,95450,11301784,349.187,2.949,104097,3.216,0.06,16.5,people tested,2482541,1578679,903862,95009,69658,7.67,4.88,2.79,2152,80.56,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-05-25,525889,7289,6638.286,2369,60,53.571,16248.194,225.205,205.101,73.194,1.854,1.655,1.22,,,,,,,,,97121,11398905,352.188,3.001,105018,3.245,0.063,15.8,people tested,2582093,1647637,934456,99552,72943,7.98,5.09,2.89,2254,80.56,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-05-26,533367,7478,6838.714,2432,63,56,16479.238,231.045,211.293,75.141,1.946,1.73,1.21,,,,,,,,,,,,,98647,3.048,0.069,14.4,people tested,2604081,1667734,936347,21988,64135,8.05,5.15,2.89,1982,80.56,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-05-27,541224,7857,6988.857,2491,59,56,16721.993,242.755,215.932,76.963,1.823,1.73,1.19,,,,,,,,,,11513351,355.724,,90910,2.809,0.077,13,people tested,2711421,1725818,985603,107340,67954,8.38,5.33,3.05,2100,80.56,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-05-28,549514,8290,7245.571,2552,61,57.571,16978.126,256.133,223.864,78.848,1.885,1.779,1.17,,,,,,,,,227504,11740855,362.753,7.029,107822,3.331,0.067,14.9,people tested,2785197,1772264,1012933,73776,69837,8.61,5.48,3.13,2158,80.56,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-05-29,558534,9020,7631.286,2650,98,64.429,17256.814,278.688,235.781,81.876,3.028,1.991,1.16,,,,,,,,,126480,11867335,366.661,3.908,109601,3.386,0.07,14.4,people tested,2850593,1822794,1027799,65396,72721,8.81,5.63,3.18,2247,80.56,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-05-30,565533,6999,7634.571,2729,79,68.714,17473.059,216.245,235.882,84.317,2.441,2.123,1.13,,,,,,,,,109562,11976897,370.046,3.385,110080,3.401,0.069,14.4,people tested,2913009,1860864,1052145,62416,75068,9,5.75,3.25,2319,80.56,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-05-31,572357,6824,7679.571,2796,67,69.571,17683.898,210.839,237.273,86.387,2.07,2.15,1.11,,,,,,,,,89227,12066124,372.802,2.757,109191,3.374,0.07,14.2,people tested,3008429,1927861,1080568,95420,75127,9.3,5.96,3.34,2321,80.56,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-06-01,579462,7105,7653.286,2867,71,71.143,17903.418,219.52,236.461,88.581,2.194,2.198,1.09,,,,,,,,,100885,12167009,375.919,3.117,109729,3.39,0.07,14.3,people tested,3107218,2002345,1104873,98789,75018,9.6,6.19,3.41,2318,80.56,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-06-02,587165,7703,7685.429,2993,126,80.143,18141.415,237.997,237.454,92.474,3.893,2.476,1.07,,,,,,,,,100288,12267297,379.018,3.099,115881,3.58,0.066,15.1,people tested,3212873,2098189,1114684,105655,86970,9.93,6.48,3.44,2687,80.56,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-06-03,595374,8209,7735.714,3096,103,86.429,18395.045,253.63,239.007,95.656,3.182,2.67,1.05,,,,,,,,,104109,12371406,382.235,3.217,122579,3.787,0.063,15.8,people tested,3330436,2208016,1122420,117563,88431,10.29,6.82,3.47,2732,80.56,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-06-04,603122,7748,7658.286,3182,86,90,18634.432,239.387,236.615,98.313,2.657,2.781,1.03,,,,,,,,,105293,12476699,385.488,3.253,105121,3.248,0.073,13.7,people tested,3420713,2293377,1127336,90277,90788,10.57,7.09,3.48,2805,80.56,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-06-05,610574,7452,7434.286,3291,109,91.571,18864.674,230.242,229.694,101.681,3.368,2.829,1.01,,,,,,,,,103862,12580561,388.697,3.209,101889,3.148,0.073,13.7,people tested,3493193,2364455,1128738,72480,91800,10.79,7.31,3.49,2836,80.56,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-06-06,616815,6241,7326,3378,87,92.714,19057.5,192.826,226.349,104.369,2.688,2.865,0.99,,,,,,,,,89998,12670559,391.477,2.781,99095,3.062,0.074,13.5,people tested,3574376,2444075,1130301,81183,94481,11.04,7.55,3.49,2919,80.56,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-06-07,622086,5271,7104.143,3460,82,94.857,19220.356,162.856,219.494,106.902,2.534,2.931,0.97,,,,,,,,,81708,12752267,394.002,2.525,98020,3.028,0.072,13.8,people tested,3638812,2503655,1135157,64436,90055,11.24,7.74,3.51,2782,80.56,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-06-08,627652,5566,6884.286,3536,76,95.571,19392.326,171.971,212.701,109.25,2.348,2.953,0.96,,,,,,,,,77030,12829297,396.382,2.38,94613,2.923,0.073,13.7,people tested,3790121,2609377,1180744,151309,97558,11.71,8.06,3.65,3014,64.81,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-06-09,633891,6239,6675.143,3611,75,88.286,19585.091,192.764,206.239,111.568,2.317,2.728,0.95,,,,,,,,,90887,12920184,399.19,2.808,93270,2.882,0.072,14,people tested,3944987,2724048,1220939,154866,104588,12.19,8.42,3.77,3231,64.81,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-06-10,639562,5671,6312.571,3684,73,84,19760.305,175.215,195.037,113.823,2.255,2.595,0.94,,,,,,,,,100059,13020243,402.282,3.091,92691,2.864,0.068,14.7,people tested,4102936,2835178,1267758,157949,110357,12.68,8.76,3.92,3410,64.81,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-06-11,646411,6849,6184.143,3768,84,83.714,19971.916,211.611,191.069,116.418,2.595,2.586,0.94,,,,,,,,,99974,13120217,405.37,3.089,91931,2.84,0.067,14.9,people tested,4227554,2929736,1297818,124618,115263,13.06,9.05,4.01,3561,64.81,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-06-12,652204,5793,5947.143,3844,76,79,20150.9,178.984,183.747,118.767,2.348,2.441,0.94,,,,,,,,,90238,13210455,408.158,2.788,89985,2.78,0.066,15.1,people tested,4361358,3030096,1331262,133804,124024,13.48,9.36,4.11,3832,64.81,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-06-13,657508,5304,5813.286,3908,64,75.714,20314.776,163.876,179.611,120.744,1.977,2.339,0.94,,,,,,,,,80130,13290585,410.634,2.476,88575,2.737,0.066,15.2,people tested,4490270,3132304,1357966,128912,130842,13.87,9.68,4.2,4043,64.81,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-06-14,662457,4949,5767.286,3968,60,72.571,20467.683,152.907,178.19,122.598,1.854,2.242,0.94,,,,,,,,,70044,13360629,412.798,2.164,86909,2.685,0.066,15.1,people tested,4688233,3275194,1413039,197963,149917,14.49,10.12,4.37,4632,64.81,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-06-15,667876,5419,5746.286,4069,101,76.143,20635.112,167.429,177.541,125.718,3.121,2.353,0.94,,,,,,,,,,,,,87471,2.703,0.066,15.2,people tested,4904109,3435420,1468689,215876,159141,15.15,10.61,4.54,4917,78.7,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-06-16,673026,5150,5590.714,4142,73,75.857,20794.23,159.118,172.734,127.974,2.255,2.344,0.94,,,,,,,,,,13522560,417.801,,86054,2.659,0.065,15.4,people tested,5108948,3632195,1476753,204839,166280,15.78,11.22,4.56,5137,78.7,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-06-17,678764,5738,5600.286,4202,60,74,20971.515,177.285,173.03,129.828,1.854,2.286,0.94,,,,,,,,,82369,13604929,420.346,2.545,83527,2.581,0.067,14.9,people tested,5330654,3810071,1520583,221706,175388,16.47,11.77,4.7,5419,78.7,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-06-18,685204,6440,5541.857,4276,74,72.571,21170.489,198.974,171.225,132.114,2.286,2.242,0.95,,,,,,,,,82969,13687898,422.91,2.563,81097,2.506,0.068,14.6,people tested,5510720,3957687,1553033,180066,183309,17.03,12.23,4.8,5664,78.7,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-06-19,691115,5911,5558.714,4348,72,72,21353.119,182.63,171.745,134.339,2.225,2.225,0.96,,,,,,,,,83713,13771611,425.496,2.586,80165,2.477,0.069,14.4,people tested,5675002,4086087,1588915,164282,187663,17.53,12.62,4.91,5798,78.7,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-06-20,696408,5293,5557.143,4408,60,71.429,21516.655,163.536,171.697,136.192,1.854,2.207,0.96,,,,,,,,,77651,13849262,427.895,2.399,79811,2.466,0.07,14.4,people tested,5815575,4202601,1612974,140573,189329,17.97,12.98,4.98,5850,78.7,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-06-21,701019,4611,5508.857,4477,69,72.714,21659.119,142.464,170.205,138.324,2.132,2.247,0.96,,,,,,,,,58384,13907646,429.699,1.804,78145,2.414,0.07,14.2,people tested,6051198,4384441,1666757,235623,194709,18.7,13.55,5.15,6016,78.7,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-06-22,705762,4743,5412.286,4554,77,69.286,21805.662,146.543,167.221,140.703,2.379,2.141,0.97,,,,,,,,,69064,13976710,431.833,2.134,76445,2.362,0.071,14.1,people tested,6301727,4574685,1727042,250529,199660,19.47,14.13,5.34,6169,78.7,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-06-23,711006,5244,5425.714,4637,83,70.714,21967.683,162.022,167.636,143.268,2.564,2.185,0.98,,,,,,,,,76636,14053346,434.201,2.368,75827,2.343,0.072,14,people tested,6554500,4749133,1805367,252773,206507,20.25,14.67,5.58,6380,78.7,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-06-24,716847,5841,5440.429,4721,84,74.143,22148.151,180.467,168.091,145.863,2.595,2.291,0.99,,,,,,,,,74542,14127888,436.504,2.303,74708,2.308,0.073,13.7,people tested,6823104,4924334,1898770,268604,213207,21.08,15.21,5.87,6587,78.7,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
MYS,Asia,Malaysia,2021-06-25,722659,5812,5350.714,4803,82,75.286,22327.722,179.571,165.319,148.396,2.534,2.326,1,,,,,,,,,74148,14202036,438.795,2.291,73448,2.269,0.073,13.7,people tested,7039072,5072714,1966358,215968,218336,21.75,15.67,6.08,6746,78.7,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,
